index,participant_code,utterance
2216,84-1,The time.
2217,84-1,until she heard the bell ring at 12 o'clock.
2218,84-1,"and then she went running out of there, out of the castle."
2219,84-1,and she tripped.
2220,84-1,and dropped one of her glass slippers.
2221,84-1,"and excuse me, and then."
2222,84-1,"as predicted,."
2223,84-1,"once the, the 12th bell, she reverted back to Cinderella with the mice and the dog and the The pumpkin and everything,."
2224,84-1,but the prince was not going to let it end there.
2225,84-1,He wanted his princess.
2226,84-1,and so he set out all through the land.
2227,84-1,that he was sending out his couriers uh.
2228,84-1,With the glass slipper.
2229,84-1,and he was going to marry the woman who would fit into the glass slipper.
2230,84-1,"So all of the women in the land were, you know, very excited."
2231,84-1,that the prince was gonna come around.
2232,84-1,and try the glass slipper on their foot.
2233,84-1,"that 's where I remember, um, Cinderella, I think got locked upstairs, um,."
2234,84-1,"but Anyway, they came around."
2235,84-1,and uh the sisters tried to squeeze their big feet into the glass slippers.
2236,84-1,and they couldn't and um.
2237,84-1,"as he was getting ready to leave, I'm not sure how the door got unlocked."
2238,84-1,"I don't know if it was one of the birds unlocking it,."
2239,84-1,"but anyway, she came downstairs."
2240,84-1,and She put her foot into the slipper.
2241,84-1,"and it fit,."
2242,84-1,"and he took her away into the castle,."
2243,84-1,"and he made her his princess, and happily ever."
2244,84-1,after they lived.
2245,84-1,That 's what I remember.
2246,226-1,"Many years ago, there was a little girl who lived with a very cruel stepmother and two stepsisters,."
2247,226-1,and the family did not accept Cinderella.
2248,226-1,and asked her.
2249,226-1,"to do the work of a maid, while the rest."
2250,226-1,of the family simply enjoyed all of her hard work.
2251,226-1,"As the sisters grew up along with Cinderella, it became very obvious."
2252,226-1,"that Cinderella's life had been constrained to just being a servant, cleaning the floors, taking out the fire, embers,."
2253,226-1,and doing the housework of a maid.
2254,226-1,The sisters oftentimes dreamed.
2255,226-1,"of meeting a handsome prince,."
2256,226-1,and Cinderella did as well.
2257,226-1,"by looking out the window at a beautiful castle in the distance,."
2258,226-1,and wishing that she was able.
2259,226-1,"to go be a princess or even a queen someday, living in the castle instead of being a lowly made servant to the very cruel stepmother and her cruel stepsisters."
2260,226-1,"One day, The word got out that the prince, whose father was the king of the kingdom where they lived, um, in the castle along with Cinderella and the, the stepfamily."
2261,226-1,"and stepmother, began."
2262,226-1,"to , um, began."
2263,226-1,to look for a wife.
2264,226-1,He needed a princess.
2265,226-1,to accompany him.
2266,226-1,and invitations were sent to all of the upper class families in the kingdom.
2267,226-1,"Including the evil stepmother's family, and the sisters were so excited."
2268,226-1,to go to the party where they would get a chance.
2269,226-1,to meet the prince.
2270,226-1,And Cinderella was very sad.
2271,226-1,because she was not excluded.
2272,226-1,And the sisters left and Cinderella was in the garden.
2273,226-1,"by herself, really feeling quite despondent when a fairy godmother appeared to her."
2274,226-1,"And told her if she was kind since she was kind and such a beautiful good person,."
2275,226-1,that she was going.
2276,226-1,"to make her a princess for the party, but she must be home."
2277,226-1,"By midnight,."
2278,226-1,"because at midnight, her carriage would turn back into a pumpkin."
2279,226-1,So she was turned into with the the um clothing of a beautiful princess.
2280,226-1,and had a beautiful carriage.
2281,226-1,to take her to the castle where she went.
2282,226-1,"to the party, fascinated the prince who was just stunned by not only her beauty but her obvious kindness,."
2283,226-1,"and he became quite enamored with her,."
2284,226-1,and they began.
2285,226-1,to dance.
2286,226-1,and laugh.
2287,226-1,and have a wonderful time and suddenly.
2288,226-1,The clock stuck 12.
2289,226-1,and she realized that she was late.
2290,226-1,"and she ran out the door, leaving her slipper."
2291,226-1,"and went home where the carriage became a pumpkin,."
2292,226-1,"and she was back wearing rags, which was what she was given."
2293,226-1,to wear in her servant role to the evil stepmother and cruel sisters stepsisters.
2294,226-1,The prince was so distraught.
2295,226-1,after he realized that she was gone.
2296,226-1,And he went.
2297,226-1,and found the slipper.
2298,226-1,that had slipped off her foot.
2299,226-1,"It was very, very small, and it was glass, which was a very unusual, uh, shoe design in this time of uh civilization."
2300,226-1,And he sent out word all over the kingdom.
2301,226-1,that he wanted.
2302,226-1,to meet the person who wore this slipper because she was the woman who should be the princess and someday the queen.
2303,226-1,And he began a search as well.
2304,226-1,and went all over the kingdom.
2305,226-1,and no one had a foot.
2306,226-1,"that would fit in this very small stiletto type glass shoe,."
2307,226-1,as he got.
2308,226-1,"to Cinderella's house, the evil sisters tried."
2309,226-1,to cram their foot in the shoe unsuccessfully.
2310,226-1,Prince looked around.
2311,226-1,He saw her peering out the window.
2312,226-1,He asked her.
2313,226-1,to come outside.
2314,226-1,She slipped on the shoe.
2315,226-1,"He realized that she was Cinderella, the woman."
2316,226-1,that he had met.
2317,226-1,that he loved.
2318,226-1,"She became his princess,."
2319,226-1,and they became married.
2320,226-1,"and lived happily ever after ,."
2321,226-1,while the evil stepsisters were left alone in a deteriorating house with no servants.
2322,02-1,"OK, it's about, um, a young woman who has an evil stepmother and two sort of not nice stepsisters,."
2323,02-1,"and , uh, they make her do all of the housework."
2324,02-1,and basically treat her very poorly.
2325,02-1,"Um, and it's about a prince who is looking for a princess."
2326,02-1,"and I don't remember exactly why he has the ball,."
2327,02-1,but he's having a ball.
2328,02-1,"Um, I think he's looking for a princess, uh, maybe, and the two stepsisters and the stepmother are so excited about the ball."
2329,02-1,"and the stepmother wants the the daughters to meet the prince, and anyway, they're all very excited about it."
2330,02-1,"But Cinderella is not to go to the ball, um."
2331,02-1,"And I'm not sure exactly why she's not,."
2332,02-1,"but she doesn't have the dress, she doesn't have anything to go to go to the ball."
2333,02-1,"Um,."
2334,02-1,and then I seem to recall there was a pumpkin.
2335,02-1,"or somehow, um, uh, uh, somebody comes and a fairy godmother or something and something."
2336,02-1,and gives her.
2337,02-1,A dress.
2338,02-1,and turns a pumpkin into a chariot.
2339,02-1,that she can take to the ball.
2340,02-1,Somehow she gets to the ball because of this uh uh fairy and uh and she's beautiful.
2341,02-1,and has a beautiful dress.
2342,02-1,and the prince sees her.
2343,02-1,And the prince falls in love.
2344,02-1,"and put some uh slippers on her feet, um."
2345,02-1,Something.
2346,02-1,or she brings the slippers.
2347,02-1,I'm not sure.
2348,02-1,if he puts the slippers on.
2349,02-1,or she has the slippers on when she comes to the ball.
2350,02-1,"Anyway, after the, uh, so the prince sort of falls in love with her at the ball because she's so beautiful and um and the,."
2351,02-1,as I recall the stepsisters.
2352,02-1,and stepmother don't really know it's her.
2353,02-1,because she looks so different.
2354,02-1,"And uh by at midnight, so part of the deal is she has to leave before the stroke of midnight or something."
2355,02-1,So when the ball is ending.
2356,02-1,"and she's running away to um get back to her chariot, which is the pumpkin, uh, she loses one of her slippers."
2357,02-1,And the prince picks it up.
2358,02-1,"Um, so she gets back home, loses all of, you know, the, the chariot becomes a pumpkin again."
2359,02-1,"or she looks back, looks like herself again."
2360,02-1,"And it's the next day or two,."
2361,02-1,"and the prince goes around looking for the young woman who who wore this slipper, um,."
2362,02-1,"and he's going all around the countryside looking for it nobody fits, no one's foot fits the slipper except for Cinderella's that 's how he knows that she's the one."
2363,02-1,"Um, and her stepmother and stepsisters are so furious about it."
2364,02-1,"I can't believe it's her, but , um, Cinderella."
2365,02-1,and the Prince live happily ever after.
2366,02-1,I think that 's sort of it.
2367,38-1,OK.
2368,38-1,"Uh, Cinderella was a young girl who lived with her father."
2369,38-1,and Her mother had died.
2370,38-1,and her father remarried a stepmother who had two daughters of her own.
2371,38-1,"While the family was blended together, Cinderella's father died."
2372,38-1,and left her with her stepmother and her two stepsisters.
2373,38-1,"After the father passed away, they treated her very badly."
2374,38-1,and made her wait on them.
2375,38-1,"and do all of the housework and be their maid,."
2376,38-1,"and they called her Cinderella because her name was actually Ella,."
2377,38-1,and she sat among the cinders of the fireplace.
2378,38-1,"Um, meanwhile, um."
2379,38-1,There is a kingdom where they live.
2380,38-1,and the prince of the kingdom needs to find a wife.
2381,38-1,So they have a ball for the entire kingdom.
2382,38-1,To come to all the young ladies to come to the ball.
2383,38-1,so the prince can find a wife.
2384,38-1,The two old stepsisters.
2385,38-1,and the stepmother intend to go to the ball.
2386,38-1,"Uh, Cinderella meanwhile is very busy with the household chores."
2387,38-1,"and wants to also go,."
2388,38-1,but she does not have.
2389,38-1,"Um, any time to get herself ready."
2390,38-1,"But somehow she finds time in between to make herself a dress out of some old, well, there's several versions, but the one I've just seen with my granddaughter, um, the old version of, um, making a, a dress out of one of her mother's old old dresses."
